,Chuquisaca,La Paz,Cochabamba,Oruro,Potosí,Tarija,Santa Cruz,Beni,Pando,tipo
2022-05-16,22.37,9.77,5.73,3.29,1.81,1.16,4.56,0.00,11.11,internacion
2022-05-17,23.03,8.97,10.19,3.70,2.26,1.16,4.34,0.00,11.11,internacion
2022-05-18,24.32,8.33,6.37,6.79,1.81,1.16,4.58,0.00,11.11,internacion
2022-05-19,19.59,8.39,19.71,3.09,1.81,1.18,4.81,0.00,11.11,internacion
2022-05-20,22.97,7.69,27.80,4.32,1.36,1.18,4.39,0.00,5.56,internacion
2022-05-21,27.03,7.04,28.24,4.32,1.36,0.00,4.82,0.00,0.00,internacion
2022-05-22,28.38,7.80,27.89,3.70,1.36,0.00,4.81,0.00,0.00,internacion
2022-05-23,30.41,9.85,27.94,3.70,1.49,0.00,4.80,0.00,0.00,internacion
2022-05-24,31.76,9.16,27.98,3.09,1.98,0.00,5.15,0.00,5.56,internacion
2022-05-25,33.78,9.35,28.45,2.47,1.49,0.00,5.13,0.00,5.56,internacion
2022-05-26,35.14,8.97,27.35,2.48,0.99,1.18,5.12,0.00,5.56,internacion
2022-05-27,32.43,8.00,27.35,1.85,1.49,1.18,4.72,0.00,5.56,internacion
2022-05-28,29.05,6.90,26.53,0.00,0.99,1.18,4.95,0.00,5.56,internacion
2022-05-29,27.03,7.59,26.12,1.88,0.99,1.20,4.50,0.00,5.56,internacion
2022-05-30,29.73,8.28,25.71,1.27,0.99,0.00,4.31,0.00,5.56,internacion
2022-05-31,29.73,10.37,25.31,1.25,0.99,0.00,3.83,0.00,5.56,internacion
2022-06-01,30.41,11.20,25.31,1.23,1.98,0.00,3.58,0.62,11.11,internacion
2022-06-02,41.73,12.00,26.12,0.62,1.98,0.00,3.81,0.62,11.11,internacion
2022-06-03,39.23,12.00,26.53,0.62,1.81,0.00,4.84,0.62,11.11,internacion
2022-06-04,33.85,12.80,25.71,0.62,2.40,0.00,4.62,0.64,12.50,internacion
2022-06-05,35.38,13.60,25.31,0.62,1.92,1.25,5.34,0.00,14.29,internacion
2022-06-06,33.08,12.00,24.19,0.00,0.96,2.50,5.13,0.00,11.11,internacion
2022-06-07,27.69,11.20,26.03,0.00,0.96,0.00,5.76,0.00,11.11,internacion
2022-06-08,32.31,10.32,25.40,0.00,1.92,0.00,5.43,0.00,11.11,internacion
2022-06-09,25.38,12.30,26.61,0.00,2.40,0.00,5.47,0.00,0.00,internacion
2022-06-10,35.38,10.66,27.82,0.00,1.92,1.25,5.97,0.00,11.11,internacion
2022-06-11,35.38,12.40,21.00,0.00,1.92,1.27,5.49,0.00,22.22,internacion
2022-06-12,35.38,12.40,13.16,0.00,2.40,2.50,5.74,0.00,16.67,internacion
2022-06-13,30.00,13.22,1.23,0.62,2.88,3.75,6.19,0.00,11.11,internacion
2022-06-14,27.69,14.05,4.51,0.62,3.37,2.35,6.17,0.00,5.56,internacion
2022-06-15,35.38,13.22,3.03,0.62,2.88,0.00,6.42,0.00,5.56,internacion
2022-06-16,30.77,14.05,2.29,0.62,4.33,0.00,5.94,0.00,7.14,internacion
2022-06-17,41.54,13.22,0.76,0.62,5.29,0.00,5.96,0.00,5.56,internacion
2022-06-18,40.00,13.22,1.50,0.62,4.81,1.18,5.34,0.00,5.56,internacion
2022-06-19,38.46,14.75,1.50,0.62,3.85,2.35,4.52,0.00,5.56,internacion
2022-06-20,36.15,16.26,1.49,0.62,4.33,2.35,4.51,0.00,5.56,internacion
2022-06-21,32.31,18.70,1.48,0.63,3.85,1.18,5.01,0.00,5.56,internacion
2022-06-22,34.35,18.70,2.22,0.62,4.81,1.18,5.51,0.00,11.11,internacion
2022-06-23,35.88,18.70,2.21,0.62,4.33,0.00,5.75,0.00,11.11,internacion
2022-06-24,37.88,20.97,3.65,0.62,4.81,0.00,6.25,0.00,11.11,internacion
2022-06-25,39.39,20.97,4.35,0.62,5.34,0.00,6.58,0.00,11.11,internacion
2022-06-26,31.30,24.19,4.35,0.62,5.83,1.18,6.33,0.00,16.67,internacion
2022-06-27,36.29,24.00,3.60,0.62,5.83,0.00,7.11,0.00,16.67,internacion
2022-06-28,32.31,23.02,5.04,0.62,4.85,1.25,7.11,0.00,16.67,internacion
2022-06-29,32.31,21.14,5.76,0.00,5.10,3.75,6.10,0.00,16.67,internacion
2022-06-30,26.15,19.51,5.04,0.62,4.06,3.75,5.32,0.00,16.67,internacion
2022-07-01,33.08,23.58,4.93,0.00,2.04,2.50,5.79,0.00,16.67,internacion
2022-07-02,37.98,23.58,5.59,0.00,1.55,3.75,5.79,0.78,10.26,internacion
2022-07-03,33.59,22.76,4.90,0.00,1.55,6.17,5.80,0.80,10.26,internacion
2022-07-04,36.22,23.89,4.32,0.00,2.58,6.17,5.29,0.00,10.26,internacion
2022-07-05,37.69,25.86,7.19,0.00,3.09,6.17,5.04,0.00,10.26,internacion
2022-07-06,38.46,28.45,8.63,0.00,3.09,4.94,5.56,0.00,12.82,internacion
2022-07-07,39.23,28.70,8.70,0.00,3.57,5.00,6.12,0.00,12.82,internacion
2022-07-08,40.46,29.31,9.42,0.62,4.08,2.50,7.47,0.78,12.82,internacion
2022-07-09,40.46,31.03,10.87,0.62,4.08,1.25,8.24,1.55,12.82,internacion
2022-07-10,41.98,33.33,12.32,0.62,4.59,1.25,7.16,1.55,12.82,internacion
2022-07-11,40.15,43.22,13.04,2.47,6.63,3.75,7.98,2.33,12.82,internacion
2022-07-12,38.64,37.82,12.77,2.47,6.63,2.50,9.26,2.33,12.82,internacion
2022-07-13,37.88,32.20,20.53,2.47,7.69,2.50,9.52,3.10,12.82,internacion
2022-07-14,45.45,31.90,24.05,3.09,8.21,3.75,10.47,2.33,12.82,internacion
2022-07-15,41.67,35.04,22.78,3.09,7.91,3.75,9.66,2.33,12.82,internacion
2022-07-16,38.64,34.38,20.89,3.09,12.43,6.25,9.90,2.59,12.82,internacion
2022-07-17,35.66,37.30,22.70,2.34,13.85,7.50,11.37,1.64,22.22,internacion
2022-07-18,32.56,38.71,30.91,3.09,15.90,10.00,11.08,1.55,27.78,internacion
2022-07-19,31.78,34.33,31.71,3.59,18.46,18.75,16.30,1.55,27.78,internacion
2022-07-20,34.11,38.06,32.93,2.92,21.54,18.75,13.25,1.55,27.78,internacion
2022-07-21,43.51,42.22,32.52,2.34,18.97,21.25,13.65,2.33,15.38,internacion
2022-07-22,50.83,40.97,35.80,4.55,18.97,26.83,12.60,3.10,7.69,internacion
2022-07-23,59.09,43.15,33.74,3.98,19.49,19.51,13.02,3.08,7.69,internacion
2022-07-24,58.72,41.10,34.76,3.98,19.49,18.29,13.81,2.31,12.82,internacion
2022-07-25,47.46,39.46,34.13,3.41,20.51,28.05,13.85,1.55,12.82,internacion
2022-07-26,36.72,34.39,37.13,3.41,20.51,28.05,14.68,0.78,12.82,internacion
2022-07-27,39.84,40.88,41.21,2.27,19.49,29.27,14.29,0.78,12.82,internacion
2022-07-28,46.62,40.99,38.92,2.91,18.97,30.49,17.25,0.78,12.82,internacion
2022-07-29,36.57,43.21,41.42,4.09,20.51,25.61,18.30,0.00,12.82,internacion
2022-07-30,43.85,46.11,34.71,2.92,19.49,23.17,17.35,0.00,12.82,internacion
2022-07-31,41.67,47.09,32.54,4.65,16.41,15.66,16.71,0.00,12.82,internacion
2022-08-01,40.44,46.86,30.77,6.36,14.36,15.48,15.54,0.78,15.38,internacion
2022-08-02,37.40,49.43,38.10,5.81,15.54,11.90,16.26,0.00,15.38,internacion
2022-08-03,40.80,47.43,39.29,6.90,18.13,11.90,18.09,0.00,15.38,internacion
2022-08-04,36.64,47.67,42.51,6.36,19.17,11.90,16.87,0.00,15.38,internacion
2022-08-05,42.75,50.00,39.52,5.20,20.00,14.29,15.16,0.00,15.38,internacion
2022-08-06,42.75,49.40,34.73,4.05,18.13,15.48,15.01,0.00,15.38,internacion
2022-08-07,41.22,47.49,29.94,3.47,17.62,10.71,15.22,0.64,12.82,internacion
2022-08-08,41.73,48.24,27.54,2.89,15.54,8.33,17.15,1.28,12.82,internacion
2022-08-09,40.46,47.93,22.75,5.78,13.99,8.33,15.43,1.28,10.26,internacion
2022-08-10,39.69,45.09,21.77,5.20,11.40,6.10,15.20,0.64,10.26,internacion
2022-08-11,38.93,44.77,21.09,4.68,13.99,11.90,14.17,0.64,10.26,internacion
2022-08-12,35.94,44.51,20.41,6.36,9.84,11.90,12.70,0.00,7.69,internacion
2022-08-13,37.50,44.97,19.05,5.20,10.36,8.33,13.30,0.00,7.69,internacion
2022-08-14,39.06,46.24,19.86,5.20,10.88,8.33,13.64,0.00,5.13,internacion
2022-08-15,38.58,45.34,18.49,5.20,7.77,8.33,11.29,0.00,5.13,internacion
2022-08-16,36.72,43.04,19.18,4.19,6.74,4.76,10.85,0.00,7.69,internacion
2022-08-17,44.09,36.54,17.81,3.59,8.33,4.76,10.82,0.00,10.26,internacion
2022-08-18,41.27,39.74,15.75,2.99,7.29,2.38,10.08,0.00,10.26,internacion
2022-08-19,37.50,42.95,17.81,2.99,6.77,1.19,8.47,0.00,10.26,internacion
2022-08-20,37.24,43.23,15.07,1.20,6.25,1.19,8.71,0.00,10.26,internacion
2022-08-21,39.31,42.86,12.24,1.80,5.73,2.38,8.40,0.00,10.26,internacion
2022-08-22,38.46,39.22,10.88,0.60,4.69,2.41,7.26,0.00,10.26,internacion
2022-08-23,32.87,36.54,8.84,0.58,5.73,3.66,5.62,0.00,10.26,internacion
2022-08-24,36.96,34.62,8.84,1.72,5.18,4.88,5.51,0.00,12.82,internacion
2022-08-25,40.00,34.62,8.84,2.30,5.18,4.94,6.85,0.59,12.82,internacion
2022-08-26,35.29,37.34,8.16,2.31,4.15,7.41,7.06,0.59,12.82,internacion
2022-08-27,30.22,35.85,8.84,3.47,4.66,6.17,7.58,0.59,12.82,internacion
2022-08-28,28.78,33.76,8.84,2.31,3.63,4.94,8.45,1.18,5.13,internacion
2022-08-29,25.71,34.62,10.20,1.73,3.63,4.94,8.29,1.18,10.26,internacion
2022-08-30,25.36,35.71,8.16,1.73,3.63,2.47,8.56,0.59,15.38,internacion
2022-08-31,29.71,32.03,8.16,1.70,3.11,1.23,8.33,1.22,20.51,internacion
2022-09-01,31.16,31.37,8.16,1.70,2.72,1.23,8.42,1.26,20.51,internacion
2022-09-02,32.61,31.58,7.48,1.72,2.86,1.23,8.52,1.76,23.08,internacion
2022-09-03,44.53,30.26,6.80,1.15,2.29,2.53,8.36,1.94,23.08,internacion
2022-09-04,42.02,29.61,5.44,1.15,1.14,1.27,7.78,2.14,23.08,internacion
2022-09-05,45.38,25.66,5.44,0.00,1.14,1.27,6.27,2.14,20.51,internacion
2022-09-06,40.34,28.19,6.80,1.16,1.71,1.27,4.89,1.43,17.95,internacion
2022-09-07,36.13,26.35,6.12,1.15,1.73,1.27,3.77,0.71,17.95,internacion
2022-09-08,41.32,22.97,6.12,1.97,1.76,1.27,4.34,0.71,15.38,internacion
2022-09-09,41.18,21.62,7.09,2.33,2.98,1.27,7.74,1.43,12.82,internacion
2022-09-10,36.13,22.15,7.09,1.55,2.42,0.00,5.97,1.43,12.82,internacion
2022-09-11,31.93,22.82,7.03,1.55,1.23,0.00,6.78,1.43,10.26,internacion
2022-09-12,28.57,22.45,6.25,1.55,3.11,1.22,6.44,0.71,10.26,internacion
2022-09-13,32.77,23.53,5.47,1.55,1.27,1.22,5.65,0.00,10.53,internacion
2022-09-14,35.83,23.13,3.91,1.55,0.64,1.22,5.13,0.00,10.81,internacion
2022-09-15,40.00,21.05,4.65,1.55,1.76,1.22,4.52,0.00,10.26,internacion
2022-09-16,40.34,22.58,4.05,1.56,2.35,1.22,5.03,0.00,10.26,internacion
2022-09-17,42.02,19.35,3.40,2.34,2.35,1.22,5.38,0.00,10.26,internacion
2022-09-18,39.50,16.13,4.14,1.56,1.76,1.22,5.95,0.71,10.26,internacion
2022-09-19,33.61,14.52,4.90,1.56,1.76,1.22,5.10,0.79,10.26,internacion
2022-09-20,36.13,14.68,2.82,1.56,0.59,0.00,6.46,0.88,10.26,internacion
2022-09-21,35.29,11.01,2.84,1.56,0.59,0.00,5.90,0.88,10.26,internacion
2022-09-22,31.93,13.64,1.42,1.56,0.59,0.00,5.73,0.88,7.69,internacion
2022-09-23,31.09,18.18,1.54,1.56,0.66,0.00,4.52,0.88,7.69,internacion
2022-09-24,42.02,16.36,1.42,1.56,1.32,0.00,5.08,0.88,5.13,internacion
2022-09-25,43.70,17.27,1.42,0.78,1.99,1.22,5.52,0.88,5.26,internacion
2022-09-26,43.70,17.27,1.42,1.56,2.65,1.22,5.80,0.88,5.26,internacion
2022-09-27,43.10,17.59,1.42,1.56,2.65,1.22,5.83,0.88,5.26,internacion
2022-09-28,42.24,16.82,0.71,1.56,1.32,1.22,5.54,0.00,5.26,internacion
2022-09-29,42.24,15.89,0.00,0.00,1.32,0.00,4.68,0.00,5.26,internacion
2022-09-30,38.10,14.02,1.42,0.00,0.66,0.00,4.09,0.00,5.41,internacion
2022-10-01,35.48,13.73,1.32,0.00,0.00,0.00,4.08,0.00,2.70,internacion
2022-10-02,32.26,13.00,1.33,0.00,0.00,0.00,4.07,0.00,2.70,internacion
2022-10-03,21.77,11.00,2.21,0.00,0.00,0.00,3.85,0.00,2.70,internacion
2022-10-04,29.03,12.00,3.68,0.00,0.00,0.00,2.96,0.00,0.00,internacion
2022-10-05,30.65,11.00,3.28,0.00,0.00,0.00,2.37,0.00,2.70,internacion
2022-10-06,33.06,11.00,2.86,0.00,0.00,0.00,2.37,0.00,2.70,internacion
2022-10-07,34.68,14.14,2.86,0.00,0.00,0.00,2.08,0.00,2.70,internacion
2022-10-08,33.87,11.00,3.85,0.00,1.36,0.00,2.08,0.00,2.70,internacion
2022-10-09,33.87,11.00,3.70,0.00,2.04,0.00,2.08,0.00,2.70,internacion
2022-10-10,30.65,12.12,3.60,0.00,2.04,0.00,1.78,0.00,2.70,internacion
2022-10-11,26.61,11.11,0.85,0.00,2.76,0.00,0.00,0.00,2.70,internacion
2022-10-12,30.65,11.11,0.83,0.00,2.76,0.00,0.00,0.00,2.70,internacion
2022-10-13,34.68,12.12,1.64,0.00,2.86,0.00,0.31,0.00,5.41,internacion
2021-05-08,50.00,27.27,65.00,76.00,17.86,50.00,67.92,5.56,30.43,uci
2021-05-09,20.00,34.62,70.00,64.00,19.64,34.62,60.00,5.56,13.04,uci
2021-05-10,33.33,32.00,81.82,65.71,17.39,38.64,57.33,18.18,13.04,uci
2021-05-11,0.00,52.00,77.78,39.66,18.84,43.18,56.96,16.67,26.09,uci
2021-05-12,50.00,39.29,82.86,72.22,18.84,45.45,24.68,16.67,30.43,uci
2021-05-13,25.00,42.86,88.24,66.67,17.39,47.73,59.74,12.50,26.09,uci
2021-05-14,50.00,46.43,94.29,79.31,18.84,50.00,59.49,12.50,26.09,uci
2021-05-15,50.00,50.00,85.29,82.76,20.29,47.73,66.15,12.50,39.13,uci
2021-05-16,50.00,50.00,79.41,82.14,22.06,47.73,67.19,12.50,33.33,uci
2021-05-17,50.00,48.15,79.41,85.19,23.53,48.89,70.97,12.50,33.33,uci
2021-05-18,75.00,48.15,71.43,82.14,27.94,42.22,75.41,12.50,28.00,uci
2021-05-19,75.00,46.15,68.57,85.71,29.85,43.48,76.67,12.50,26.92,uci
2021-05-20,75.00,46.15,65.71,85.19,31.34,43.48,81.03,12.50,22.22,uci
2021-05-21,75.00,37.93,80.00,91.67,29.85,41.30,85.07,12.50,22.22,uci
2021-05-22,80.00,27.27,88.57,88.46,34.38,43.48,80.26,12.50,17.86,uci
2021-05-23,83.33,20.51,88.89,88.46,32.14,54.35,85.71,13.64,17.86,uci
2021-05-24,80.00,32.35,88.89,85.19,28.36,56.52,83.72,13.64,21.43,uci
2021-05-25,75.00,43.33,82.22,82.14,29.85,56.52,86.96,12.50,25.00,uci
2021-05-26,75.00,34.29,84.78,82.14,31.34,47.83,83.52,19.23,26.67,uci
2021-05-27,75.00,43.33,82.98,85.19,28.36,44.68,86.96,15.38,25.81,uci
2021-05-28,75.00,60.71,79.59,85.19,25.37,44.68,86.02,11.54,25.81,uci
2021-05-29,75.00,71.43,84.00,85.19,26.76,46.81,89.01,7.69,25.81,uci
2021-05-30,50.00,66.67,93.48,82.14,29.58,47.92,94.44,3.85,25.81,uci
2021-05-31,20.00,67.86,89.36,74.07,30.77,50.00,92.05,3.85,25.81,uci
2021-06-01,40.00,67.86,86.67,77.78,30.77,48.94,86.52,3.85,25.81,uci
2021-06-02,60.00,60.71,85.71,85.19,30.77,53.19,83.33,3.85,29.03,uci
2021-06-03,40.00,67.86,83.33,85.19,30.77,51.06,78.89,3.85,29.03,uci
2021-06-04,20.00,67.74,83.72,84.62,30.77,48.94,79.78,4.00,29.03,uci
2021-06-05,20.00,60.00,88.10,84.00,30.77,42.55,81.61,8.33,29.03,uci
2021-06-06,20.00,60.53,88.37,84.00,30.77,40.43,81.61,8.33,29.03,uci
2021-06-07,20.00,62.86,86.05,84.00,33.85,40.43,81.61,8.33,30.00,uci
2021-06-08,25.00,64.71,81.82,84.00,36.92,39.58,81.61,8.70,27.59,uci
2021-06-09,25.00,69.70,81.82,84.62,41.54,36.73,83.91,12.50,28.57,uci
2021-06-10,25.00,73.33,81.82,85.19,44.62,38.78,83.15,12.50,26.92,uci
2021-06-11,25.00,75.00,80.00,85.19,47.69,38.00,84.09,13.04,28.00,uci
2021-06-12,25.00,80.77,82.14,85.19,47.76,38.00,82.61,13.04,29.17,uci
2021-06-13,25.00,77.78,82.35,85.19,46.27,38.00,81.52,13.04,27.27,uci
2021-06-14,25.00,78.57,81.82,82.14,46.27,38.00,80.22,13.64,28.57,uci
2021-06-15,25.00,78.57,78.46,78.57,43.28,40.00,78.89,13.64,25.00,uci
2021-06-16,25.00,75.86,77.78,78.57,41.79,40.00,77.53,18.18,26.32,uci
2021-06-17,25.00,70.00,75.81,78.57,40.30,40.82,76.40,19.05,27.78,uci
2021-06-18,25.00,70.97,72.13,75.86,38.81,40.82,75.28,14.29,25.00,uci
2021-06-19,25.00,68.75,71.19,75.86,35.82,42.86,75.00,15.00,26.67,uci
2021-06-20,25.00,66.67,70.69,75.86,35.82,42.86,73.86,15.00,28.57,uci
2021-06-21,25.00,71.88,67.86,70.97,34.33,44.90,68.97,15.00,23.08,uci
2021-06-22,25.00,69.70,67.27,70.97,35.82,44.90,67.82,15.79,25.00,uci
2021-06-23,25.00,67.65,66.04,70.97,32.84,46.94,68.24,15.00,20.00,uci
2021-06-24,25.00,68.57,63.46,68.75,29.85,46.94,67.06,15.00,22.22,uci
2021-06-25,25.00,63.89,58.82,68.75,29.85,47.92,65.88,15.79,25.00,uci
2021-06-26,25.00,62.16,59.18,68.75,28.36,47.92,64.29,15.79,14.29,uci
2021-06-27,25.00,62.16,54.17,65.62,25.37,50.00,62.65,15.79,16.67,uci
2021-06-28,25.00,63.16,52.17,63.64,25.37,50.00,60.98,16.67,0.00,uci
2021-06-29,25.00,61.54,51.11,63.64,23.88,50.00,57.30,16.67,0.00,uci
2021-06-30,25.00,58.97,58.97,72.73,25.37,52.08,52.27,11.11,0.00,uci
2021-07-01,25.00,64.10,52.50,72.73,28.79,47.92,53.41,11.11,0.00,uci
2021-07-02,25.00,71.79,46.34,75.76,31.82,47.92,54.55,5.56,0.00,uci
2021-07-03,25.00,76.92,40.48,75.76,35.38,43.75,55.68,5.56,0.00,uci
2021-07-04,25.00,66.67,39.53,67.65,30.77,41.67,55.06,11.11,0.00,uci
2021-07-05,25.00,56.41,33.33,67.65,29.23,41.67,53.85,16.67,0.00,uci
2021-07-06,25.00,43.59,32.61,61.76,24.62,39.58,53.26,22.22,0.00,uci
2021-07-07,50.00,42.50,44.90,58.82,23.81,33.33,54.35,16.67,0.00,uci
2021-07-08,50.00,43.90,51.92,52.94,24.59,29.17,52.17,11.11,0.00,uci
2021-07-09,60.00,41.86,48.08,52.94,22.95,31.25,54.35,5.56,0.00,uci
2021-07-10,50.00,45.45,52.94,52.94,22.95,37.50,56.52,0.00,0.00,uci
2021-07-11,50.00,46.67,52.00,38.24,21.31,41.67,47.83,0.00,0.00,uci
2021-07-12,60.00,51.11,54.00,41.94,24.59,43.75,52.17,0.00,0.00,uci
2021-07-13,75.00,53.33,48.00,39.39,24.59,35.42,51.09,0.00,0.00,uci
2021-07-14,80.00,55.56,48.00,38.24,24.59,29.17,50.00,0.00,0.00,uci
2021-07-15,80.00,53.33,52.00,35.29,24.59,27.08,54.95,0.00,0.00,uci
2021-07-16,75.00,54.35,54.00,26.47,24.59,29.17,60.00,5.56,0.00,uci
2021-07-17,75.00,50.00,58.00,23.53,24.59,27.08,62.64,5.56,0.00,uci
2021-07-18,50.00,58.70,58.33,23.53,22.95,29.17,65.22,0.00,0.00,uci
2021-07-19,50.00,58.70,56.00,17.65,20.00,35.42,61.96,0.00,0.00,uci
2021-07-20,50.00,50.00,54.00,27.27,23.33,36.17,60.87,0.00,0.00,uci
2021-07-21,40.00,55.10,51.92,30.30,19.67,42.55,57.61,0.00,0.00,uci
2021-07-22,50.00,47.83,51.92,11.76,19.67,43.75,46.88,0.00,0.00,uci
2021-07-23,50.00,45.65,60.00,24.24,18.03,40.43,51.69,0.00,0.00,uci
2021-07-24,50.00,54.35,52.00,39.39,17.74,36.17,47.19,0.00,0.00,uci
2021-07-25,50.00,50.00,52.00,39.39,17.74,36.17,45.98,0.00,0.00,uci
2021-07-26,50.00,46.81,50.00,39.39,16.13,38.30,44.71,0.00,0.00,uci
2021-07-27,50.00,41.67,52.00,42.42,16.39,35.42,44.58,0.00,0.00,uci
2021-07-28,50.00,39.58,56.00,39.39,18.03,38.78,46.91,5.56,0.00,uci
2021-07-29,50.00,35.42,52.00,39.39,16.39,40.82,45.57,5.56,0.00,uci
2021-07-30,50.00,32.65,54.00,39.39,16.39,40.82,44.16,5.56,0.00,uci
2021-07-31,50.00,31.25,51.92,42.42,11.48,56.10,45.45,5.56,0.00,uci
2021-08-01,50.00,28.26,54.00,39.39,11.48,42.55,50.00,5.56,0.00,uci
2021-08-02,50.00,32.61,57.45,48.48,11.48,30.61,46.15,0.00,0.00,uci
2021-08-03,50.00,34.78,59.18,45.45,18.03,32.65,48.05,0.00,0.00,uci
2021-08-04,50.00,39.13,60.47,53.33,25.00,22.92,50.65,0.00,0.00,uci
2021-08-05,50.00,41.30,53.19,48.48,23.73,27.08,51.95,0.00,0.00,uci
2021-08-06,50.00,39.13,53.33,48.48,20.34,27.66,40.00,0.00,0.00,uci
2021-08-07,50.00,32.61,48.94,48.48,20.34,26.00,46.67,0.00,0.00,uci
2021-08-08,50.00,39.13,44.68,42.42,23.33,25.49,44.00,0.00,0.00,uci
2021-08-09,50.00,39.13,51.11,48.48,26.23,13.73,42.67,0.00,0.00,uci
2021-08-10,75.00,43.48,41.86,45.45,24.59,15.69,46.67,0.00,0.00,uci
2021-08-11,75.00,50.00,44.00,48.48,17.65,18.00,36.49,0.00,0.00,uci
2021-08-12,75.00,42.86,62.79,51.52,14.75,22.00,41.89,0.00,0.00,uci
2021-08-13,75.00,45.65,60.78,45.45,16.39,28.00,45.95,0.00,0.00,uci
2021-08-14,75.00,47.83,56.60,45.45,13.11,30.00,44.59,0.00,0.00,uci
2021-08-15,75.00,43.48,52.94,39.39,13.11,29.41,40.54,0.00,0.00,uci
2021-08-16,75.00,48.78,50.00,46.67,13.11,30.00,37.84,0.00,0.00,uci
2021-08-17,60.00,50.00,50.94,61.54,11.48,30.43,37.84,0.00,0.00,uci
2021-08-18,60.00,58.06,42.86,65.38,13.11,32.61,48.48,0.00,0.00,uci
2021-08-19,60.00,54.84,42.86,65.38,13.33,32.61,54.24,0.00,0.00,uci
2021-08-20,60.00,54.84,42.59,61.54,13.33,32.61,52.54,0.00,0.00,uci
2021-08-21,40.00,51.61,37.04,61.54,11.67,29.79,53.45,0.00,0.00,uci
2021-08-22,60.00,51.61,37.04,57.69,11.67,27.66,51.72,0.00,0.00,uci
2021-08-23,60.00,48.39,36.54,57.69,11.67,29.79,50.88,0.00,0.00,uci
2021-08-24,60.00,45.16,35.29,57.69,11.67,29.79,54.39,0.00,0.00,uci
2021-08-25,60.00,45.16,33.33,53.85,11.67,29.79,54.39,0.00,0.00,uci
2021-08-26,50.00,41.94,30.00,53.85,10.00,27.08,55.36,0.00,0.00,uci
2021-08-27,50.00,41.94,30.61,50.00,10.00,27.08,53.57,0.00,0.00,uci
2021-08-28,50.00,38.71,28.57,50.00,10.00,25.00,50.00,0.00,0.00,uci
2021-08-29,50.00,38.71,20.69,46.15,8.33,25.00,46.55,0.00,0.00,uci
2021-08-30,50.00,38.71,18.18,46.15,5.00,25.00,44.83,0.00,0.00,uci
2021-08-31,50.00,38.71,16.00,42.31,3.39,25.00,41.38,0.00,0.00,uci
2021-09-01,50.00,41.94,15.48,46.15,6.78,24.00,41.38,0.00,0.00,uci
2021-09-02,50.00,38.71,16.05,46.15,5.08,26.00,39.66,0.00,0.00,uci
2021-09-03,33.33,35.48,19.35,46.15,6.78,18.00,40.68,0.00,0.00,uci
2021-09-04,33.33,38.71,27.91,50.00,6.78,20.00,38.98,0.00,0.00,uci
2021-09-05,50.00,41.94,28.57,57.69,6.78,24.00,35.59,0.00,0.00,uci
2021-09-06,66.67,45.16,28.57,61.54,6.78,26.00,33.90,0.00,0.00,uci
2021-09-07,50.00,51.61,33.33,57.69,6.78,22.00,32.76,0.00,0.00,uci
2021-09-08,33.33,54.84,33.33,53.85,6.78,16.33,32.76,0.00,0.00,uci
2021-09-09,33.33,51.61,30.95,57.69,6.78,16.33,33.33,0.00,0.00,uci
2021-09-10,50.00,48.39,30.95,65.38,8.33,12.24,32.73,0.00,0.00,uci
2021-09-11,50.00,45.16,28.57,69.23,8.33,12.24,33.33,0.00,0.00,uci
2021-09-12,50.00,38.71,28.57,73.08,8.20,12.24,31.48,0.00,0.00,uci
2021-09-13,50.00,35.48,23.81,76.92,6.56,14.29,29.63,0.00,0.00,uci
2021-09-14,33.33,29.03,20.45,84.62,5.08,18.37,30.19,0.00,0.00,uci
2021-09-15,33.33,29.03,25.58,54.84,5.08,12.24,28.85,0.00,0.00,uci
2021-09-16,16.67,29.03,30.95,36.11,3.39,4.08,28.85,0.00,0.00,uci
2021-09-17,16.67,38.71,35.71,55.56,3.39,4.17,40.74,0.00,0.00,uci
2021-09-18,16.67,35.48,33.33,55.56,3.39,4.65,38.18,0.00,0.00,uci
2021-09-19,33.33,38.71,33.33,55.56,3.39,0.00,31.03,0.00,0.00,uci
2021-09-20,33.33,35.48,30.95,55.56,3.39,0.00,28.81,0.00,0.00,uci
2021-09-21,33.33,32.26,28.57,55.56,3.39,0.00,26.67,0.00,0.00,uci
2021-09-22,33.33,35.48,23.81,52.78,3.39,0.00,31.15,0.00,0.00,uci
2021-09-23,16.67,35.48,23.81,44.44,1.69,0.00,28.57,0.00,0.00,uci
2021-09-24,16.67,38.71,23.81,44.44,1.72,0.00,28.57,0.00,0.00,uci
2021-09-25,16.67,38.71,31.71,41.67,1.72,0.00,30.16,0.00,0.00,uci
2021-09-26,16.67,35.48,32.50,44.44,1.69,3.70,28.57,0.00,0.00,uci
2021-09-27,16.67,38.71,32.50,41.67,1.72,3.70,27.27,0.00,0.00,uci
2021-09-28,33.33,45.16,32.50,50.00,1.79,7.41,30.30,0.00,0.00,uci
2021-09-29,33.33,41.94,32.50,37.84,1.79,3.70,27.27,0.00,0.00,uci
2021-09-30,16.67,45.16,23.81,43.24,1.79,3.70,22.73,0.00,0.00,uci
2021-10-01,16.67,41.94,21.43,45.95,1.79,3.70,28.36,0.00,0.00,uci
2021-10-02,0.00,45.16,19.05,45.95,3.57,3.85,30.00,0.00,0.00,uci
