,Chuquisaca,La Paz,Cochabamba,Oruro,Potosí,Tarija,Santa Cruz,Beni,Pando,tipo
2022-01-24,971.00,2275.00,2907.00,388.00,735.00,786.00,5817.00,527.00,138.00,primera
2022-01-25,1653.00,6006.00,4539.00,755.00,2821.00,1279.00,7663.00,1025.00,222.00,primera
2022-01-26,1032.00,3585.00,3143.00,698.00,1001.00,801.00,5724.00,647.00,123.00,primera
2022-01-27,699.00,3107.00,2843.00,440.00,743.00,575.00,5428.00,569.00,93.00,primera
2022-01-28,716.00,3134.00,3083.00,452.00,873.00,807.00,5299.00,433.00,88.00,primera
2022-01-29,573.00,2282.00,952.00,310.00,380.00,388.00,1790.00,167.00,37.00,primera
2022-01-30,9.00,558.00,586.00,37.00,31.00,1.00,819.00,0.00,0.00,primera
2022-01-31,1700.00,6480.00,3803.00,818.00,3020.00,989.00,5871.00,723.00,230.00,primera
2022-02-01,376.00,1873.00,1738.00,300.00,624.00,689.00,3366.00,392.00,138.00,primera
2022-02-02,377.00,1884.00,1850.00,337.00,590.00,568.00,3334.00,341.00,97.00,primera
2022-02-03,220.00,1474.00,1459.00,321.00,403.00,581.00,2734.00,274.00,74.00,primera
2022-02-04,617.00,2906.00,2279.00,382.00,1150.00,960.00,3991.00,537.00,160.00,primera
2022-02-05,364.00,1391.00,974.00,239.00,329.00,313.00,1280.00,142.00,26.00,primera
2022-02-06,4.00,178.00,453.00,13.00,61.00,10.00,411.00,6.00,0.00,primera
2022-02-07,694.00,2002.00,1829.00,295.00,1108.00,569.00,2248.00,374.00,122.00,primera
2022-02-08,369.00,1617.00,1464.00,328.00,670.00,574.00,2368.00,224.00,60.00,primera
2022-02-09,346.00,2069.00,1646.00,347.00,815.00,854.00,2578.00,212.00,40.00,primera
2022-02-10,415.00,1907.00,1739.00,203.00,803.00,655.00,2572.00,292.00,101.00,primera
2022-02-11,479.00,1781.00,2254.00,354.00,944.00,1080.00,3020.00,265.00,50.00,primera
2022-02-12,566.00,1432.00,1116.00,349.00,476.00,412.00,1578.00,56.00,12.00,primera
2022-02-13,17.00,504.00,488.00,46.00,57.00,0.00,418.00,3.00,7.00,primera
2022-02-14,597.00,1859.00,1592.00,318.00,1266.00,761.00,2344.00,365.00,177.00,primera
2022-02-15,402.00,1474.00,1537.00,560.00,946.00,880.00,2918.00,256.00,56.00,primera
2022-02-16,490.00,1586.00,1618.00,439.00,959.00,954.00,2952.00,206.00,70.00,primera
2022-02-17,574.00,1961.00,1961.00,472.00,793.00,661.00,3332.00,353.00,103.00,primera
2022-02-18,700.00,1900.00,2102.00,447.00,1003.00,678.00,3217.00,233.00,101.00,primera
2022-02-19,654.00,1456.00,1032.00,353.00,395.00,351.00,1331.00,63.00,22.00,primera
2022-02-20,32.00,144.00,578.00,19.00,13.00,2.00,346.00,0.00,0.00,primera
2022-02-21,608.00,1390.00,1703.00,205.00,926.00,513.00,2391.00,246.00,67.00,primera
2022-02-22,483.00,1385.00,2000.00,292.00,1125.00,475.00,3233.00,155.00,45.00,primera
2022-02-23,552.00,1371.00,2177.00,279.00,1347.00,626.00,3061.00,166.00,69.00,primera
2022-02-24,729.00,2050.00,2225.00,337.00,1912.00,545.00,3974.00,309.00,158.00,primera
2022-02-25,322.00,1117.00,1626.00,138.00,882.00,338.00,3195.00,200.00,63.00,primera
2022-02-26,109.00,659.00,860.00,69.00,232.00,128.00,1044.00,57.00,28.00,primera
2022-02-27,8.00,87.00,173.00,19.00,5.00,0.00,78.00,2.00,0.00,primera
2022-02-28,2.00,88.00,59.00,4.00,28.00,4.00,43.00,0.00,0.00,primera
2022-03-01,0.00,38.00,47.00,16.00,8.00,2.00,37.00,0.00,0.00,primera
2022-03-02,222.00,1322.00,1753.00,218.00,1527.00,279.00,2133.00,130.00,45.00,primera
2022-03-03,117.00,545.00,388.00,115.00,456.00,251.00,1341.00,30.00,67.00,primera
2022-03-04,781.00,3303.00,4609.00,547.00,1319.00,999.00,5215.00,257.00,223.00,primera
2022-03-05,397.00,1131.00,756.00,258.00,298.00,261.00,671.00,22.00,19.00,primera
2022-03-06,3.00,107.00,279.00,9.00,18.00,7.00,342.00,0.00,0.00,primera
2022-03-07,275.00,823.00,1357.00,323.00,328.00,309.00,2302.00,74.00,25.00,primera
2022-03-08,289.00,628.00,1072.00,332.00,264.00,180.00,2186.00,37.00,32.00,primera
2022-03-09,401.00,625.00,1193.00,414.00,519.00,344.00,1891.00,46.00,18.00,primera
2022-03-10,718.00,898.00,1530.00,408.00,461.00,326.00,2357.00,71.00,29.00,primera
2022-03-11,525.00,1113.00,1646.00,543.00,525.00,340.00,2210.00,57.00,39.00,primera
2022-03-12,305.00,265.00,451.00,265.00,147.00,49.00,636.00,2.00,1.00,primera
2022-03-13,41.00,214.00,322.00,5.00,56.00,5.00,3.00,0.00,0.00,primera
2022-03-14,1464.00,3013.00,1757.00,413.00,5006.00,558.00,609.00,515.00,204.00,primera
2022-03-15,566.00,1232.00,1790.00,535.00,1168.00,438.00,2599.00,105.00,81.00,primera
2022-03-16,663.00,1123.00,2167.00,737.00,1452.00,409.00,2692.00,163.00,118.00,primera
2022-03-17,331.00,817.00,1293.00,500.00,698.00,291.00,1923.00,119.00,82.00,primera
2022-03-18,434.00,702.00,1639.00,875.00,669.00,355.00,1628.00,168.00,68.00,primera
2022-03-19,447.00,493.00,617.00,401.00,308.00,121.00,419.00,12.00,9.00,primera
2022-03-20,2.00,81.00,122.00,30.00,4.00,2.00,77.00,0.00,0.00,primera
2022-03-21,317.00,669.00,1002.00,399.00,483.00,173.00,815.00,73.00,32.00,primera
2022-03-22,302.00,710.00,1580.00,671.00,554.00,228.00,893.00,61.00,33.00,primera
2022-03-23,395.00,660.00,1439.00,936.00,267.00,239.00,1266.00,101.00,87.00,primera
2022-03-24,273.00,493.00,967.00,523.00,282.00,144.00,756.00,44.00,16.00,primera
2022-03-25,506.00,1099.00,1550.00,1265.00,985.00,217.00,897.00,119.00,79.00,primera
2022-03-26,236.00,361.00,272.00,216.00,49.00,42.00,218.00,16.00,9.00,primera
2022-03-27,20.00,109.00,88.00,48.00,8.00,1.00,127.00,0.00,0.00,primera
2022-03-28,320.00,861.00,973.00,590.00,380.00,149.00,604.00,35.00,55.00,primera
2022-03-29,232.00,590.00,728.00,474.00,289.00,143.00,858.00,41.00,33.00,primera
2022-03-30,292.00,597.00,856.00,347.00,266.00,159.00,806.00,40.00,49.00,primera
2022-03-31,350.00,912.00,901.00,577.00,244.00,212.00,705.00,28.00,37.00,primera
2022-04-01,223.00,856.00,1046.00,466.00,439.00,205.00,501.00,86.00,83.00,primera
2022-04-02,142.00,525.00,332.00,375.00,79.00,96.00,282.00,45.00,1.00,primera
2022-04-03,0.00,158.00,78.00,35.00,8.00,0.00,41.00,0.00,0.00,primera
2022-04-04,87.00,774.00,475.00,347.00,213.00,119.00,436.00,98.00,17.00,primera
2022-04-05,207.00,712.00,637.00,343.00,211.00,169.00,415.00,124.00,14.00,primera
2022-04-06,45.00,322.00,234.00,47.00,192.00,21.00,232.00,15.00,12.00,primera
2022-04-07,154.00,443.00,364.00,246.00,184.00,86.00,267.00,30.00,18.00,primera
2022-04-08,275.00,815.00,932.00,593.00,254.00,242.00,832.00,32.00,10.00,primera
2022-04-09,107.00,401.00,256.00,234.00,134.00,57.00,247.00,6.00,9.00,primera
2022-04-10,1.00,44.00,69.00,6.00,14.00,2.00,50.00,0.00,0.00,primera
2022-04-11,58.00,350.00,345.00,97.00,114.00,64.00,361.00,32.00,14.00,primera
2022-04-12,69.00,517.00,407.00,146.00,195.00,72.00,417.00,32.00,14.00,primera
2022-04-13,96.00,448.00,430.00,172.00,158.00,70.00,290.00,34.00,20.00,primera
2022-04-14,150.00,751.00,458.00,155.00,214.00,63.00,357.00,21.00,10.00,primera
2022-04-15,108.00,71.00,98.00,106.00,57.00,7.00,60.00,2.00,1.00,primera
2022-04-16,39.00,141.00,85.00,34.00,49.00,5.00,41.00,14.00,9.00,primera
2022-04-17,0.00,24.00,58.00,0.00,3.00,0.00,38.00,0.00,0.00,primera
2022-04-18,2206.00,8807.00,2596.00,401.00,7472.00,897.00,2833.00,3519.00,1248.00,primera
2022-04-19,64.00,339.00,320.00,92.00,94.00,83.00,363.00,47.00,4.00,primera
2022-04-20,148.00,422.00,335.00,139.00,113.00,90.00,460.00,105.00,16.00,primera
2022-04-21,127.00,567.00,358.00,216.00,166.00,113.00,495.00,124.00,17.00,primera
2022-04-22,386.00,854.00,800.00,373.00,336.00,126.00,685.00,162.00,16.00,primera
2022-04-23,42.00,142.00,31.00,25.00,39.00,19.00,84.00,3.00,3.00,primera
2022-04-24,0.00,29.00,31.00,3.00,3.00,0.00,294.00,3.00,0.00,primera
2022-04-25,85.00,408.00,298.00,74.00,87.00,62.00,321.00,48.00,15.00,primera
2022-04-26,77.00,618.00,396.00,146.00,181.00,121.00,453.00,49.00,27.00,primera
2022-04-27,87.00,390.00,318.00,121.00,56.00,88.00,391.00,34.00,13.00,primera
2022-04-28,150.00,749.00,463.00,145.00,211.00,130.00,374.00,46.00,9.00,primera
2022-04-29,108.00,664.00,432.00,166.00,70.00,92.00,458.00,122.00,7.00,primera
2022-04-30,57.00,401.00,178.00,83.00,75.00,36.00,193.00,39.00,14.00,primera
2022-05-01,1.00,31.00,42.00,4.00,0.00,0.00,13.00,0.00,0.00,primera
2022-05-02,0.00,36.00,15.00,2.00,2.00,1.00,49.00,1.00,0.00,primera
2022-05-03,84.00,721.00,278.00,129.00,108.00,64.00,242.00,26.00,39.00,primera
2022-05-04,73.00,577.00,420.00,96.00,242.00,120.00,322.00,124.00,19.00,primera
2022-05-05,83.00,359.00,170.00,62.00,54.00,41.00,312.00,42.00,10.00,primera
2022-05-06,183.00,1179.00,576.00,126.00,506.00,122.00,405.00,97.00,28.00,primera
2022-05-07,71.00,318.00,158.00,49.00,74.00,39.00,224.00,23.00,5.00,primera
2022-05-08,0.00,33.00,37.00,5.00,3.00,0.00,38.00,0.00,0.00,primera
2022-05-09,90.00,364.00,278.00,81.00,100.00,78.00,266.00,50.00,13.00,primera
2022-05-10,66.00,362.00,259.00,81.00,145.00,56.00,363.00,63.00,16.00,primera
2022-05-11,60.00,405.00,392.00,68.00,144.00,73.00,308.00,52.00,14.00,primera
2022-05-12,368.00,1137.00,851.00,385.00,420.00,359.00,1267.00,536.00,28.00,primera
2022-05-13,27.00,79.00,139.00,33.00,7.00,22.00,143.00,3.00,3.00,primera
2022-05-14,19.00,64.00,39.00,15.00,5.00,2.00,61.00,2.00,0.00,primera
2022-05-15,0.00,19.00,32.00,6.00,1.00,0.00,30.00,0.00,0.00,primera
2022-05-16,102.00,520.00,491.00,86.00,330.00,99.00,291.00,128.00,40.00,primera
2022-05-17,27.00,63.00,101.00,36.00,21.00,38.00,198.00,18.00,1.00,primera
2022-05-18,90.00,370.00,322.00,95.00,64.00,61.00,572.00,36.00,6.00,primera
2022-05-19,87.00,255.00,347.00,52.00,75.00,43.00,520.00,54.00,7.00,primera
2022-05-20,135.00,502.00,536.00,179.00,235.00,69.00,706.00,45.00,15.00,primera
2022-05-21,70.00,332.00,250.00,79.00,97.00,15.00,351.00,19.00,7.00,primera
2022-05-22,5.00,19.00,48.00,4.00,6.00,0.00,83.00,0.00,0.00,primera
2022-05-23,13.00,161.00,154.00,36.00,19.00,32.00,271.00,26.00,3.00,primera
2022-05-24,31.00,258.00,270.00,79.00,62.00,36.00,679.00,44.00,9.00,primera
2022-05-25,11.00,322.00,219.00,58.00,42.00,31.00,469.00,26.00,3.00,primera
2022-05-26,24.00,252.00,230.00,76.00,29.00,39.00,407.00,36.00,12.00,primera
2022-05-27,44.00,184.00,178.00,39.00,39.00,12.00,338.00,16.00,10.00,primera
2022-05-28,11.00,131.00,91.00,21.00,14.00,9.00,154.00,2.00,4.00,primera
2022-05-29,1.00,11.00,17.00,2.00,0.00,0.00,74.00,0.00,0.00,primera
2022-05-30,23.00,141.00,165.00,34.00,33.00,34.00,375.00,25.00,4.00,primera
2022-05-31,82.00,344.00,287.00,75.00,72.00,33.00,593.00,27.00,8.00,primera
2022-06-01,27.00,226.00,187.00,52.00,51.00,34.00,392.00,30.00,5.00,primera
2022-06-02,47.00,211.00,161.00,39.00,36.00,38.00,369.00,39.00,10.00,primera
2022-06-03,46.00,252.00,166.00,44.00,35.00,39.00,384.00,18.00,5.00,primera
2022-06-04,35.00,249.00,130.00,24.00,35.00,15.00,306.00,11.00,0.00,primera
2022-06-05,2.00,25.00,29.00,0.00,1.00,0.00,113.00,0.00,0.00,primera
2022-06-06,24.00,143.00,185.00,25.00,32.00,34.00,446.00,28.00,7.00,primera
2022-06-07,56.00,268.00,271.00,54.00,57.00,53.00,559.00,38.00,9.00,primera
2022-06-08,61.00,262.00,263.00,43.00,42.00,45.00,581.00,55.00,5.00,primera
2022-06-09,71.00,257.00,275.00,85.00,57.00,33.00,653.00,61.00,12.00,primera
2022-06-10,76.00,377.00,284.00,100.00,100.00,60.00,676.00,32.00,5.00,primera
2022-06-11,63.00,254.00,267.00,57.00,67.00,23.00,422.00,3.00,1.00,primera
2022-06-12,8.00,44.00,30.00,0.00,1.00,0.00,113.00,0.00,0.00,primera
2022-06-13,76.00,264.00,304.00,87.00,98.00,44.00,521.00,33.00,5.00,primera
2022-06-14,70.00,290.00,226.00,139.00,60.00,34.00,737.00,21.00,8.00,primera
2022-06-15,77.00,248.00,182.00,87.00,50.00,40.00,574.00,32.00,23.00,primera
2022-06-16,87.00,559.00,218.00,152.00,74.00,54.00,898.00,37.00,19.00,primera
2022-06-17,107.00,565.00,173.00,82.00,89.00,45.00,610.00,13.00,12.00,primera
2022-06-18,74.00,482.00,185.00,121.00,82.00,9.00,433.00,23.00,10.00,primera
2022-06-19,3.00,17.00,17.00,4.00,0.00,0.00,93.00,0.00,0.00,primera
2022-06-20,108.00,202.00,169.00,56.00,17.00,23.00,437.00,15.00,10.00,primera
2022-06-21,42.00,160.00,201.00,46.00,32.00,24.00,596.00,8.00,3.00,primera
2022-06-22,173.00,267.00,218.00,76.00,53.00,51.00,717.00,41.00,32.00,primera
2022-06-23,290.00,444.00,334.00,94.00,108.00,50.00,813.00,73.00,39.00,primera
2022-06-24,253.00,435.00,405.00,142.00,95.00,84.00,839.00,30.00,49.00,primera
2022-06-25,102.00,292.00,138.00,76.00,65.00,23.00,402.00,57.00,2.00,primera
2022-06-26,8.00,23.00,16.00,2.00,3.00,0.00,86.00,7.00,0.00,primera
2022-06-27,141.00,157.00,227.00,48.00,17.00,17.00,463.00,35.00,18.00,primera
2022-06-28,161.00,269.00,423.00,110.00,71.00,47.00,940.00,41.00,91.00,primera
2022-06-29,177.00,382.00,474.00,120.00,90.00,59.00,1129.00,75.00,50.00,primera
2022-06-30,273.00,399.00,427.00,161.00,114.00,37.00,844.00,95.00,71.00,primera
2022-07-01,188.00,276.00,382.00,108.00,106.00,59.00,513.00,101.00,31.00,primera
2022-07-02,57.00,227.00,166.00,37.00,151.00,39.00,346.00,7.00,3.00,primera
2022-07-03,4.00,9.00,24.00,1.00,16.00,2.00,58.00,0.00,0.00,primera
2022-07-04,72.00,176.00,176.00,35.00,34.00,18.00,394.00,50.00,9.00,primera
2022-07-05,72.00,256.00,234.00,68.00,34.00,29.00,446.00,43.00,6.00,primera
2022-07-06,64.00,281.00,262.00,59.00,66.00,29.00,352.00,39.00,6.00,primera
2022-07-07,65.00,287.00,242.00,74.00,58.00,45.00,367.00,39.00,22.00,primera
2022-07-08,83.00,309.00,285.00,89.00,79.00,42.00,407.00,37.00,14.00,primera
2022-07-09,13.00,157.00,126.00,33.00,22.00,14.00,171.00,5.00,1.00,primera
2022-07-10,2.00,17.00,34.00,7.00,7.00,1.00,84.00,0.00,0.00,primera
2022-07-11,48.00,294.00,276.00,92.00,37.00,66.00,478.00,62.00,41.00,primera
2022-07-12,96.00,329.00,283.00,78.00,66.00,49.00,413.00,49.00,22.00,primera
2022-07-13,68.00,372.00,258.00,74.00,72.00,58.00,531.00,83.00,36.00,primera
2022-07-14,54.00,269.00,208.00,36.00,57.00,50.00,497.00,70.00,28.00,primera
2022-07-15,98.00,359.00,433.00,99.00,119.00,87.00,651.00,98.00,73.00,primera
2022-07-16,24.00,85.00,155.00,24.00,60.00,33.00,168.00,35.00,24.00,primera
2022-07-17,3.00,28.00,33.00,1.00,0.00,1.00,44.00,0.00,0.00,primera
2022-07-18,56.00,210.00,265.00,34.00,51.00,55.00,499.00,46.00,29.00,primera
2022-07-19,79.00,512.00,342.00,122.00,114.00,93.00,900.00,107.00,47.00,primera
2022-07-20,116.00,587.00,363.00,100.00,136.00,109.00,1061.00,101.00,40.00,primera
2022-07-21,191.00,732.00,519.00,119.00,194.00,142.00,1191.00,138.00,55.00,primera
2022-07-22,126.00,640.00,511.00,77.00,184.00,151.00,1067.00,99.00,61.00,primera
2022-07-23,80.00,339.00,163.00,29.00,32.00,58.00,370.00,27.00,11.00,primera
2022-07-24,8.00,36.00,47.00,3.00,6.00,1.00,94.00,0.00,8.00,primera
2022-07-25,95.00,450.00,329.00,68.00,79.00,74.00,264.00,45.00,25.00,primera
2022-07-26,130.00,735.00,457.00,123.00,108.00,154.00,694.00,82.00,52.00,primera
2022-07-27,146.00,816.00,471.00,116.00,126.00,85.00,935.00,84.00,66.00,primera
2022-07-28,124.00,839.00,576.00,180.00,154.00,143.00,1044.00,108.00,49.00,primera
2022-07-29,230.00,1043.00,750.00,218.00,190.00,185.00,1266.00,142.00,68.00,primera
2022-07-30,131.00,632.00,346.00,96.00,96.00,64.00,746.00,26.00,27.00,primera
2022-07-31,7.00,50.00,139.00,4.00,1.00,7.00,290.00,1.00,11.00,primera
2022-08-01,101.00,272.00,472.00,95.00,137.00,92.00,1120.00,61.00,38.00,primera
2022-08-02,102.00,422.00,490.00,137.00,201.00,107.00,1055.00,58.00,41.00,primera
2022-08-03,87.00,278.00,359.00,106.00,157.00,73.00,730.00,55.00,40.00,primera
2022-08-04,133.00,335.00,623.00,159.00,198.00,95.00,862.00,56.00,61.00,primera
2022-08-05,78.00,335.00,748.00,155.00,167.00,60.00,551.00,35.00,28.00,primera
2022-08-06,11.00,133.00,224.00,45.00,38.00,38.00,132.00,6.00,5.00,primera
2022-08-07,1.00,20.00,65.00,5.00,4.00,0.00,62.00,0.00,0.00,primera
2022-08-08,41.00,160.00,320.00,60.00,92.00,19.00,174.00,29.00,14.00,primera
2022-08-09,58.00,340.00,529.00,121.00,209.00,54.00,194.00,36.00,23.00,primera
2022-08-10,149.00,362.00,669.00,182.00,231.00,48.00,461.00,24.00,18.00,primera
2022-08-11,79.00,435.00,645.00,225.00,207.00,43.00,547.00,15.00,32.00,primera
2022-08-12,124.00,581.00,943.00,268.00,377.00,61.00,698.00,98.00,55.00,primera
2022-08-13,27.00,227.00,105.00,53.00,84.00,6.00,110.00,27.00,8.00,primera
2022-08-14,0.00,14.00,52.00,3.00,9.00,1.00,51.00,0.00,0.00,primera
2022-08-15,62.00,194.00,225.00,96.00,141.00,25.00,339.00,28.00,18.00,primera
2022-08-16,153.00,395.00,349.00,170.00,197.00,32.00,337.00,42.00,19.00,primera
2022-08-17,196.00,326.00,385.00,206.00,203.00,66.00,523.00,48.00,14.00,primera
2022-08-18,155.00,312.00,538.00,159.00,242.00,73.00,457.00,19.00,16.00,primera
2022-08-19,135.00,280.00,404.00,184.00,182.00,42.00,427.00,29.00,16.00,primera
2022-08-20,81.00,263.00,178.00,67.00,57.00,45.00,152.00,19.00,1.00,primera
2022-08-21,6.00,13.00,38.00,4.00,6.00,0.00,41.00,0.00,1.00,primera
2022-08-22,64.00,197.00,277.00,54.00,80.00,22.00,262.00,25.00,9.00,primera
2022-08-23,113.00,373.00,352.00,136.00,141.00,77.00,414.00,31.00,27.00,primera
2022-08-24,92.00,333.00,428.00,135.00,113.00,72.00,422.00,30.00,17.00,primera
2022-08-25,178.00,391.00,334.00,108.00,107.00,112.00,327.00,27.00,17.00,primera
2022-08-26,117.00,329.00,493.00,67.00,127.00,56.00,473.00,11.00,36.00,primera
2022-08-28,77.00,281.00,223.00,53.00,58.00,35.00,236.00,12.00,10.00,primera
2022-08-29,104.00,228.00,169.00,62.00,38.00,42.00,217.00,13.00,4.00,primera
2022-08-30,53.00,322.00,245.00,86.00,43.00,30.00,305.00,20.00,6.00,primera
2022-08-31,78.00,337.00,226.00,74.00,51.00,52.00,239.00,12.00,14.00,primera
2022-09-01,148.00,226.00,208.00,54.00,33.00,55.00,255.00,20.00,34.00,primera
2022-09-02,102.00,216.00,315.00,100.00,25.00,29.00,244.00,27.00,20.00,primera
2022-09-03,81.00,173.00,166.00,50.00,18.00,4.00,122.00,6.00,4.00,primera
2022-09-04,6.00,4.00,29.00,4.00,1.00,0.00,21.00,0.00,0.00,primera
2022-09-05,28.00,95.00,128.00,32.00,27.00,26.00,160.00,20.00,5.00,primera
2022-09-06,61.00,221.00,244.00,62.00,71.00,52.00,210.00,17.00,12.00,primera
2022-09-07,105.00,187.00,314.00,55.00,28.00,34.00,204.00,15.00,10.00,primera
2022-09-08,80.00,245.00,301.00,41.00,48.00,55.00,192.00,18.00,11.00,primera
2022-09-09,39.00,216.00,361.00,23.00,55.00,73.00,175.00,18.00,17.00,primera
2022-09-10,13.00,122.00,97.00,27.00,31.00,22.00,115.00,21.00,27.00,primera
2022-09-11,3.00,21.00,26.00,4.00,9.00,0.00,24.00,2.00,0.00,primera
2022-09-12,32.00,99.00,134.00,28.00,40.00,27.00,146.00,8.00,4.00,primera
2022-09-13,84.00,256.00,217.00,60.00,38.00,35.00,147.00,30.00,19.00,primera
2022-09-14,29.00,194.00,62.00,35.00,58.00,50.00,155.00,29.00,15.00,primera
2022-09-15,41.00,229.00,156.00,29.00,54.00,46.00,142.00,12.00,11.00,primera
2022-09-16,40.00,254.00,226.00,39.00,47.00,36.00,156.00,18.00,7.00,primera
2022-09-18,45.00,131.00,161.00,25.00,21.00,14.00,64.00,12.00,1.00,primera
2022-09-19,28.00,89.00,185.00,21.00,16.00,20.00,147.00,28.00,7.00,primera
2022-09-20,62.00,140.00,199.00,34.00,52.00,24.00,206.00,17.00,18.00,primera
2022-09-21,59.00,173.00,239.00,37.00,30.00,21.00,169.00,23.00,14.00,primera
2022-09-22,42.00,144.00,180.00,35.00,51.00,24.00,142.00,5.00,12.00,primera
2022-09-23,63.00,253.00,297.00,58.00,70.00,35.00,182.00,14.00,25.00,primera
2022-09-24,45.00,154.00,196.00,37.00,58.00,4.00,57.00,2.00,20.00,primera
2022-09-25,10.00,12.00,40.00,7.00,2.00,2.00,15.00,0.00,0.00,primera
2022-09-26,36.00,90.00,158.00,44.00,27.00,29.00,125.00,9.00,3.00,primera
2022-09-27,22.00,192.00,282.00,73.00,29.00,21.00,209.00,9.00,4.00,primera
2022-09-28,93.00,227.00,353.00,54.00,27.00,44.00,173.00,19.00,9.00,primera
2022-09-29,106.00,331.00,329.00,29.00,68.00,19.00,264.00,8.00,11.00,primera
2022-09-30,67.00,353.00,433.00,54.00,50.00,22.00,246.00,42.00,7.00,primera
2022-10-01,44.00,195.00,235.00,39.00,72.00,8.00,131.00,26.00,10.00,primera
2022-10-02,8.00,3.00,12.00,1.00,1.00,0.00,12.00,9.00,0.00,primera
2022-10-03,19.00,70.00,49.00,12.00,5.00,23.00,102.00,5.00,0.00,primera
2022-10-04,104.00,144.00,108.00,62.00,21.00,13.00,158.00,51.00,3.00,primera
2022-10-06,90.00,319.00,172.00,85.00,55.00,63.00,267.00,14.00,15.00,primera
2022-10-07,34.00,215.00,133.00,66.00,39.00,34.00,186.00,1.00,12.00,primera
2021-02-03,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,segunda
2021-02-04,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,segunda
2021-02-05,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,segunda
2021-02-06,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,segunda
2021-02-07,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,segunda
2021-02-08,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,segunda
2021-02-09,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,segunda
2021-02-10,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,segunda
2021-02-11,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,segunda
2021-02-12,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,segunda
2021-02-13,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,segunda
2021-02-14,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,segunda
2021-02-15,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,segunda
2021-02-16,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,segunda
2021-02-17,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,segunda
2021-02-18,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,segunda
2021-02-19,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,segunda
2021-02-20,0.00,12.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,segunda
2021-02-21,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,segunda
2021-02-22,10.00,0.00,24.00,0.00,54.00,25.00,0.00,0.00,85.00,segunda
2021-02-23,112.00,19.00,142.00,25.00,69.00,49.00,244.00,6.00,154.00,segunda
2021-02-24,154.00,233.00,422.00,74.00,50.00,150.00,375.00,36.00,110.00,segunda
2021-02-25,23.00,1654.00,732.00,182.00,92.00,177.00,1045.00,1.00,90.00,segunda
2021-02-26,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,segunda
2021-02-27,225.00,0.00,0.00,121.00,100.00,271.00,0.00,178.00,76.00,segunda
2021-02-28,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,segunda
2021-03-01,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,segunda
2021-03-02,243.00,0.00,305.00,295.00,201.00,123.00,146.00,248.00,0.00,segunda
2021-03-03,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,segunda
2021-03-04,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,segunda
2021-03-05,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,segunda
2021-03-06,56.00,0.00,39.00,3.00,155.00,8.00,337.00,17.00,8.00,segunda
2021-03-07,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,segunda
2021-03-08,0.00,0.00,0.00,0.00,19.00,0.00,0.00,21.00,5.00,segunda
2021-03-09,0.00,0.00,0.00,0.00,34.00,2.00,1.00,3.00,0.00,segunda
2021-03-10,0.00,0.00,0.00,0.00,2.00,0.00,6.00,0.00,0.00,segunda
2021-03-11,38.00,0.00,0.00,0.00,12.00,5.00,4.00,1.00,0.00,segunda
2021-03-12,8.00,0.00,0.00,0.00,0.00,0.00,1.00,0.00,4.00,segunda
2021-03-13,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,segunda
2021-03-14,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,segunda
2021-03-15,0.00,0.00,0.00,6.00,0.00,0.00,0.00,39.00,0.00,segunda
2021-03-16,0.00,0.00,0.00,0.00,11.00,0.00,0.00,0.00,0.00,segunda
2021-03-17,0.00,0.00,0.00,0.00,10.00,0.00,0.00,44.00,0.00,segunda
2021-03-18,0.00,1.00,0.00,140.00,1.00,36.00,887.00,3.00,0.00,segunda
